timestamp,location_name,temperature_current,humidity,rainfall,disease_risk,disease_name,pathogen,condition_match_score,risk_category
2026-06-06 03:00:00,Kandy,24.91,68.45,0.0,14.87,Grey Blight,Pestalotiopsis spp.,0.738,Moderate
2026-06-06 04:00:00,Kandy,21.01,77.96,0.0,16.79,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-06-06 05:00:00,Kandy,20.99,79.64,0.0,19.39,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-06-06 06:00:00,Kandy,18.0,85.28,3.94,15.06,Grey Blight,Pestalotiopsis spp.,0.92,Moderate
2026-06-06 07:00:00,Kandy,22.77,80.04,0.0,11.17,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-06 08:00:00,Kandy,22.74,80.49,0.22,9.08,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-06 09:00:00,Kandy,21.55,66.74,0.0,9.37,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.67,Low
2026-06-06 10:00:00,Kandy,19.14,85.87,5.27,13.37,Grey Blight,Pestalotiopsis spp.,0.966,Moderate
2026-06-06 11:00:00,Kandy,22.75,65.01,0.0,8.28,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.6,Low
2026-06-06 12:00:00,Kandy,21.21,65.71,0.0,15.24,Grey Blight,Pestalotiopsis spp.,0.628,Moderate
2026-06-06 13:00:00,Kandy,18.68,70.75,0.0,15.52,Grey Blight,Pestalotiopsis spp.,0.777,Moderate
2026-06-06 14:00:00,Kandy,28.6,61.74,0.95,11.29,Grey Blight,Pestalotiopsis spp.,0.326,Moderate
2026-06-06 15:00:00,Kandy,21.38,67.4,0.0,9.36,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.696,Low
2026-06-06 16:00:00,Kandy,24.35,69.09,1.97,11.25,Grey Blight,Pestalotiopsis spp.,0.764,Moderate
2026-06-06 17:00:00,Kandy,23.88,70.35,0.98,18.07,Grey Blight,Pestalotiopsis spp.,0.814,High
2026-06-06 18:00:00,Kandy,27.16,70.81,0.91,4.91,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.746,Low
2026-06-06 19:00:00,Kandy,22.39,68.26,0.94,6.07,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.73,Low
2026-06-06 20:00:00,Kandy,29.22,70.35,0.0,11.97,Grey Blight,Pestalotiopsis spp.,0.645,Moderate
2026-06-06 21:00:00,Kandy,24.72,74.95,2.37,13.08,Grey Blight,Pestalotiopsis spp.,0.998,Moderate
2026-06-06 22:00:00,Kandy,27.47,72.53,4.36,5.5,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.802,Low
2026-06-06 23:00:00,Kandy,26.16,67.02,0.0,10.97,Grey Blight,Pestalotiopsis spp.,0.634,Moderate
2026-06-06 00:00:00,Ratnapura,28.81,77.72,0.0,20.5,Brown Blight,Colletotrichum / Glomerella spp.,0.909,High
2026-06-06 01:00:00,Ratnapura,28.85,79.41,0.0,11.19,Brown Blight,Colletotrichum / Glomerella spp.,0.976,Moderate
2026-06-06 02:00:00,Ratnapura,29.33,74.71,0.0,14.82,Brown Blight,Colletotrichum / Glomerella spp.,0.788,Moderate
2026-06-06 03:00:00,Ratnapura,26.89,73.81,0.16,14.07,Brown Blight,Colletotrichum / Glomerella spp.,0.752,Moderate
2026-06-06 04:00:00,Ratnapura,25.49,81.06,0.0,10.22,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-06-06 05:00:00,Ratnapura,25.15,90.33,0.0,15.25,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-06-06 06:00:00,Ratnapura,26.09,81.15,0.0,9.71,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-06-06 07:00:00,Ratnapura,26.42,84.95,0.0,12.54,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-06-06 08:00:00,Ratnapura,24.24,78.64,0.0,14.26,Brown Blight,Colletotrichum / Glomerella spp.,0.915,Moderate
2026-06-06 09:00:00,Ratnapura,23.69,77.31,0.57,18.11,Brown Blight,Colletotrichum / Glomerella spp.,0.84,High
2026-06-06 10:00:00,Ratnapura,24.38,89.03,4.93,23.02,Brown Blight,Colletotrichum / Glomerella spp.,0.975,High
2026-06-06 11:00:00,Ratnapura,24.61,75.75,0.0,12.64,Brown Blight,Colletotrichum / Glomerella spp.,0.814,Moderate
2026-06-06 12:00:00,Ratnapura,23.93,68.25,0.0,12.9,Brown Blight,Colletotrichum / Glomerella spp.,0.487,Moderate
2026-06-06 13:00:00,Ratnapura,29.61,65.0,0.72,11.96,Brown Blight,Colletotrichum / Glomerella spp.,0.4,Moderate
2026-06-06 14:00:00,Ratnapura,28.08,65.81,0.0,10.9,Brown Blight,Colletotrichum / Glomerella spp.,0.432,Moderate
2026-06-06 15:00:00,Ratnapura,31.58,72.88,0.0,11.47,Brown Blight,Colletotrichum / Glomerella spp.,0.652,Moderate
2026-06-06 16:00:00,Ratnapura,28.46,72.51,0.65,12.24,Brown Blight,Colletotrichum / Glomerella spp.,0.7,Moderate
2026-06-06 17:00:00,Ratnapura,31.21,80.0,1.98,13.44,Brown Blight,Colletotrichum / Glomerella spp.,0.952,Moderate
2026-06-06 18:00:00,Ratnapura,29.52,75.75,0.0,14.44,Brown Blight,Colletotrichum / Glomerella spp.,0.83,Moderate
2026-06-06 19:00:00,Ratnapura,32.69,74.15,0.0,15.6,Brown Blight,Colletotrichum / Glomerella spp.,0.658,Moderate
2026-06-06 20:00:00,Ratnapura,30.92,76.41,0.0,12.39,Brown Blight,Colletotrichum / Glomerella spp.,0.82,Moderate
2026-06-06 21:00:00,Ratnapura,30.27,83.93,0.0,8.85,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.989,Low
2026-06-06 22:00:00,Ratnapura,29.59,77.53,0.0,10.79,Brown Blight,Colletotrichum / Glomerella spp.,0.901,Moderate
2026-06-06 23:00:00,Ratnapura,28.91,77.71,0.0,15.32,Brown Blight,Colletotrichum / Glomerella spp.,0.908,Moderate
2026-06-07 00:00:00,Nuwara Eliya,16.28,79.91,0.0,15.16,Blister Blight,Exobasidium vexans,0.996,Moderate
2026-06-07 01:00:00,Nuwara Eliya,18.97,83.45,0.53,12.29,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-07 02:00:00,Nuwara Eliya,17.96,89.0,2.34,17.5,Blister Blight,Exobasidium vexans,1.0,High
2026-06-07 03:00:00,Nuwara Eliya,15.32,95.0,10.05,17.31,Blister Blight,Exobasidium vexans,1.0,High
2026-06-07 04:00:00,Nuwara Eliya,16.35,89.98,1.63,18.62,Blister Blight,Exobasidium vexans,1.0,High
2026-06-07 05:00:00,Nuwara Eliya,17.41,84.0,4.55,16.94,Blister Blight,Exobasidium vexans,1.0,High
2026-06-07 06:00:00,Nuwara Eliya,13.45,95.0,12.32,21.44,Blister Blight,Exobasidium vexans,0.938,High
2026-06-07 07:00:00,Nuwara Eliya,14.3,82.86,0.82,13.14,Blister Blight,Exobasidium vexans,0.972,Moderate
2026-06-07 08:00:00,Nuwara Eliya,13.24,90.07,0.0,13.88,Blister Blight,Exobasidium vexans,0.93,Moderate
2026-06-07 09:00:00,Nuwara Eliya,10.0,90.62,2.84,9.01,Blister Blight (dormant/low risk),Exobasidium vexans,0.8,Low
2026-06-07 10:00:00,Nuwara Eliya,13.74,95.0,2.82,19.58,Blister Blight,Exobasidium vexans,0.95,High
2026-06-07 11:00:00,Nuwara Eliya,14.24,86.1,1.31,13.54,Blister Blight,Exobasidium vexans,0.97,Moderate
2026-06-07 12:00:00,Nuwara Eliya,13.6,70.98,0.0,12.14,Blister Blight,Exobasidium vexans,0.583,Moderate
2026-06-07 13:00:00,Nuwara Eliya,16.35,73.38,0.0,10.74,Blister Blight (dormant/low risk),Exobasidium vexans,0.735,Low
2026-06-07 14:00:00,Nuwara Eliya,16.68,80.3,0.0,13.03,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-07 15:00:00,Nuwara Eliya,14.02,73.23,0.0,9.81,Blister Blight (dormant/low risk),Exobasidium vexans,0.69,Low
2026-06-07 16:00:00,Nuwara Eliya,16.65,67.4,0.0,7.41,Blister Blight (dormant/low risk),Exobasidium vexans,0.496,Low
2026-06-07 17:00:00,Nuwara Eliya,17.98,90.63,4.42,18.48,Blister Blight,Exobasidium vexans,1.0,High
2026-06-07 18:00:00,Nuwara Eliya,17.8,78.32,0.0,16.21,Blister Blight,Exobasidium vexans,0.933,High
2026-06-07 19:00:00,Nuwara Eliya,13.79,90.39,3.05,17.26,Blister Blight,Exobasidium vexans,0.952,High
2026-06-07 20:00:00,Nuwara Eliya,18.54,82.59,0.0,8.41,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-07 21:00:00,Nuwara Eliya,17.44,74.82,0.35,10.64,Blister Blight (dormant/low risk),Exobasidium vexans,0.793,Low
2026-06-07 22:00:00,Nuwara Eliya,20.51,76.25,1.39,20.28,Blister Blight,Exobasidium vexans,0.85,High
2026-06-07 23:00:00,Nuwara Eliya,18.55,85.04,0.44,11.35,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-07 00:00:00,Kandy,25.4,62.9,0.0,12.98,Grey Blight,Pestalotiopsis spp.,0.5,Moderate
2026-06-07 01:00:00,Kandy,25.3,78.53,2.56,13.7,Grey Blight,Pestalotiopsis spp.,0.988,Moderate
2026-06-07 02:00:00,Kandy,22.28,75.93,0.0,11.2,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-07 03:00:00,Kandy,22.53,78.8,0.0,15.81,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-06-07 04:00:00,Kandy,22.48,80.39,0.64,12.72,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-07 05:00:00,Kandy,24.0,82.5,0.0,15.18,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-07 06:00:00,Kandy,20.95,82.17,2.36,13.38,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-07 07:00:00,Kandy,21.8,81.66,1.65,8.12,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-07 08:00:00,Kandy,21.79,79.65,0.0,19.0,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-06-07 09:00:00,Kandy,23.94,73.96,0.0,13.64,Grey Blight,Pestalotiopsis spp.,0.958,Moderate
2026-06-07 10:00:00,Kandy,22.18,72.12,0.0,16.48,Grey Blight,Pestalotiopsis spp.,0.885,High
2026-06-07 11:00:00,Kandy,23.44,72.76,0.37,16.14,Grey Blight,Pestalotiopsis spp.,0.91,High
2026-06-07 12:00:00,Kandy,23.82,65.8,0.0,13.64,Grey Blight,Pestalotiopsis spp.,0.632,Moderate
2026-06-07 13:00:00,Kandy,19.24,63.56,0.0,9.97,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.512,Low
2026-06-07 14:00:00,Kandy,24.22,61.2,0.0,15.28,Grey Blight,Pestalotiopsis spp.,0.448,Moderate
2026-06-07 15:00:00,Kandy,23.76,64.97,0.0,13.55,Grey Blight,Pestalotiopsis spp.,0.599,Moderate
2026-06-07 16:00:00,Kandy,26.43,60.38,0.0,10.75,Grey Blight,Pestalotiopsis spp.,0.358,Moderate
2026-06-07 17:00:00,Kandy,24.23,68.82,1.38,19.43,Grey Blight,Pestalotiopsis spp.,0.753,High
2026-06-07 18:00:00,Kandy,22.69,77.82,2.9,15.83,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-06-07 19:00:00,Kandy,26.55,74.64,0.0,21.1,Grey Blight,Pestalotiopsis spp.,0.924,High
2026-06-07 20:00:00,Kandy,24.46,69.12,0.0,11.39,Grey Blight,Pestalotiopsis spp.,0.765,Moderate
2026-06-07 21:00:00,Kandy,26.57,75.66,0.0,15.45,Grey Blight,Pestalotiopsis spp.,0.937,Moderate
2026-06-07 22:00:00,Kandy,25.8,66.12,0.0,17.53,Grey Blight,Pestalotiopsis spp.,0.613,High
2026-06-07 23:00:00,Kandy,25.72,68.52,0.0,11.17,Grey Blight,Pestalotiopsis spp.,0.712,Moderate
2026-06-07 00:00:00,Ratnapura,28.9,75.89,0.0,7.93,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.836,Low
2026-06-07 01:00:00,Ratnapura,26.94,72.25,0.0,12.89,Brown Blight,Colletotrichum / Glomerella spp.,0.69,Moderate
2026-06-07 02:00:00,Ratnapura,27.38,71.45,0.69,11.16,Brown Blight,Colletotrichum / Glomerella spp.,0.658,Moderate
2026-06-07 03:00:00,Ratnapura,27.83,71.01,0.17,3.82,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.64,Low
2026-06-07 04:00:00,Ratnapura,24.27,93.28,3.89,17.94,Brown Blight,Colletotrichum / Glomerella spp.,0.971,High
2026-06-07 05:00:00,Ratnapura,25.91,84.62,0.0,19.42,Brown Blight,Colletotrichum / Glomerella spp.,1.0,High
2026-06-07 06:00:00,Ratnapura,23.85,84.48,4.71,13.32,Brown Blight,Colletotrichum / Glomerella spp.,0.954,Moderate
2026-06-07 07:00:00,Ratnapura,27.18,79.27,0.0,13.88,Brown Blight,Colletotrichum / Glomerella spp.,0.971,Moderate
2026-06-07 08:00:00,Ratnapura,23.42,93.54,3.25,17.51,Brown Blight,Colletotrichum / Glomerella spp.,0.937,High
2026-06-07 09:00:00,Ratnapura,24.47,82.14,3.02,13.05,Brown Blight,Colletotrichum / Glomerella spp.,0.979,Moderate
2026-06-07 10:00:00,Ratnapura,24.07,74.26,0.0,12.42,Brown Blight,Colletotrichum / Glomerella spp.,0.733,Moderate
2026-06-07 11:00:00,Ratnapura,27.33,65.1,0.0,10.59,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.404,Low
2026-06-07 12:00:00,Ratnapura,25.12,70.09,0.0,15.0,Brown Blight,Colletotrichum / Glomerella spp.,0.604,Moderate
2026-06-07 13:00:00,Ratnapura,30.88,65.85,0.0,10.54,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.399,Low
2026-06-07 14:00:00,Ratnapura,29.42,66.78,1.02,12.48,Brown Blight,Colletotrichum / Glomerella spp.,0.471,Moderate
2026-06-07 15:00:00,Ratnapura,27.98,65.0,0.0,6.93,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.4,Low
2026-06-07 16:00:00,Ratnapura,31.06,69.28,0.0,10.9,Brown Blight,Colletotrichum / Glomerella spp.,0.529,Moderate
2026-06-07 17:00:00,Ratnapura,26.25,79.16,0.0,10.47,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.966,Low
2026-06-07 18:00:00,Ratnapura,29.71,70.97,0.0,13.64,Brown Blight,Colletotrichum / Glomerella spp.,0.639,Moderate
2026-06-07 19:00:00,Ratnapura,27.63,78.46,2.7,14.64,Brown Blight,Colletotrichum / Glomerella spp.,0.938,Moderate
2026-06-07 20:00:00,Ratnapura,31.17,69.87,0.0,12.91,Brown Blight,Colletotrichum / Glomerella spp.,0.548,Moderate
2026-06-07 21:00:00,Ratnapura,27.02,78.65,0.0,8.86,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.946,Low
2026-06-07 22:00:00,Ratnapura,30.45,70.9,0.0,13.02,Brown Blight,Colletotrichum / Glomerella spp.,0.618,Moderate
2026-06-07 23:00:00,Ratnapura,30.08,76.54,0.0,14.09,Brown Blight,Colletotrichum / Glomerella spp.,0.858,Moderate
2026-06-08 00:00:00,Nuwara Eliya,20.28,81.0,0.49,8.4,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-08 01:00:00,Nuwara Eliya,15.12,89.2,2.72,18.64,Blister Blight,Exobasidium vexans,1.0,High
2026-06-08 02:00:00,Nuwara Eliya,13.95,83.77,0.0,12.79,Blister Blight,Exobasidium vexans,0.958,Moderate
2026-06-08 03:00:00,Nuwara Eliya,13.57,91.14,0.5,14.86,Blister Blight,Exobasidium vexans,0.943,Moderate
2026-06-08 04:00:00,Nuwara Eliya,10.0,95.0,3.34,13.36,Blister Blight,Exobasidium vexans,0.8,Moderate
2026-06-08 05:00:00,Nuwara Eliya,10.81,95.0,1.59,17.7,Blister Blight,Exobasidium vexans,0.832,High
2026-06-08 06:00:00,Nuwara Eliya,12.23,94.2,1.34,15.71,Blister Blight,Exobasidium vexans,0.889,High
2026-06-08 07:00:00,Nuwara Eliya,13.2,88.17,0.0,12.33,Blister Blight,Exobasidium vexans,0.928,Moderate
2026-06-08 08:00:00,Nuwara Eliya,10.86,93.62,0.75,21.59,Blister Blight,Exobasidium vexans,0.834,High
2026-06-08 09:00:00,Nuwara Eliya,10.1,95.0,3.64,17.07,Blister Blight,Exobasidium vexans,0.804,High
2026-06-08 10:00:00,Nuwara Eliya,13.91,94.5,3.76,23.66,Blister Blight,Exobasidium vexans,0.956,High
2026-06-08 11:00:00,Nuwara Eliya,15.63,95.0,4.12,21.38,Blister Blight,Exobasidium vexans,1.0,High
2026-06-08 12:00:00,Nuwara Eliya,16.89,70.26,0.0,15.23,Blister Blight,Exobasidium vexans,0.61,Moderate
2026-06-08 13:00:00,Nuwara Eliya,18.76,73.83,0.0,14.44,Blister Blight,Exobasidium vexans,0.753,Moderate
2026-06-08 14:00:00,Nuwara Eliya,15.05,80.22,0.0,4.51,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-08 15:00:00,Nuwara Eliya,17.66,73.62,0.0,14.41,Blister Blight,Exobasidium vexans,0.745,Moderate
2026-06-08 16:00:00,Nuwara Eliya,17.62,68.39,0.0,13.02,Blister Blight,Exobasidium vexans,0.536,Moderate
2026-06-08 17:00:00,Nuwara Eliya,17.81,85.38,0.4,13.15,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-08 18:00:00,Nuwara Eliya,18.03,86.77,1.64,13.41,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-08 19:00:00,Nuwara Eliya,15.71,88.86,0.0,10.61,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-08 20:00:00,Nuwara Eliya,16.43,91.8,0.0,18.02,Blister Blight,Exobasidium vexans,1.0,High
2026-06-08 21:00:00,Nuwara Eliya,15.38,88.01,0.0,13.35,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-08 22:00:00,Nuwara Eliya,18.46,85.06,0.78,13.17,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-08 23:00:00,Nuwara Eliya,18.01,82.68,0.0,9.93,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-08 00:00:00,Kandy,25.89,68.83,0.0,14.89,Grey Blight,Pestalotiopsis spp.,0.718,Moderate
2026-06-08 01:00:00,Kandy,24.27,81.68,3.31,10.42,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-08 02:00:00,Kandy,25.48,77.06,0.0,16.93,Grey Blight,Pestalotiopsis spp.,0.981,High
2026-06-08 03:00:00,Kandy,24.49,63.45,0.0,16.67,Grey Blight,Pestalotiopsis spp.,0.538,High
2026-06-08 04:00:00,Kandy,20.97,81.62,0.0,8.95,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-08 05:00:00,Kandy,19.44,82.59,0.0,8.35,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.978,Low
2026-06-08 06:00:00,Kandy,20.47,77.46,1.54,11.16,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-08 07:00:00,Kandy,22.01,77.35,0.0,15.13,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-08 08:00:00,Kandy,21.92,81.36,0.0,8.96,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-08 09:00:00,Kandy,22.42,69.74,0.0,13.13,Grey Blight,Pestalotiopsis spp.,0.79,Moderate
2026-06-08 10:00:00,Kandy,20.78,76.3,0.0,10.22,Grey Blight (dormant/low risk),Pestalotiopsis spp.,1.0,Low
2026-06-08 11:00:00,Kandy,21.96,86.12,3.14,14.22,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-06-08 12:00:00,Kandy,22.58,61.15,0.0,8.65,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.446,Low
2026-06-08 13:00:00,Kandy,26.89,66.69,1.81,11.97,Grey Blight,Pestalotiopsis spp.,0.592,Moderate
2026-06-08 14:00:00,Kandy,21.6,68.59,0.69,11.88,Grey Blight,Pestalotiopsis spp.,0.744,Moderate
2026-06-08 15:00:00,Kandy,23.2,58.31,0.0,12.58,Grey Blight,Pestalotiopsis spp.,0.4,Moderate
2026-06-08 16:00:00,Kandy,26.53,67.98,2.97,6.47,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.658,Low
2026-06-08 17:00:00,Kandy,23.64,60.12,0.0,7.65,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.405,Low
2026-06-08 18:00:00,Kandy,24.46,73.63,0.79,16.38,Grey Blight,Pestalotiopsis spp.,0.945,High
2026-06-08 19:00:00,Kandy,25.11,65.36,0.0,17.23,Grey Blight,Pestalotiopsis spp.,0.61,High
2026-06-08 20:00:00,Kandy,25.12,68.55,0.59,9.08,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.737,Low
2026-06-08 21:00:00,Kandy,24.6,69.85,0.0,13.8,Grey Blight,Pestalotiopsis spp.,0.794,Moderate
2026-06-08 22:00:00,Kandy,26.76,84.82,3.58,10.77,Grey Blight,Pestalotiopsis spp.,0.93,Moderate
2026-06-08 23:00:00,Kandy,27.34,70.66,0.0,11.45,Grey Blight,Pestalotiopsis spp.,0.733,Moderate
2026-06-08 00:00:00,Ratnapura,28.26,67.76,0.0,15.76,Brown Blight,Colletotrichum / Glomerella spp.,0.51,High
2026-06-08 01:00:00,Ratnapura,26.32,67.31,0.0,9.4,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.492,Low
2026-06-08 02:00:00,Ratnapura,28.77,72.41,0.0,11.2,Brown Blight,Colletotrichum / Glomerella spp.,0.696,Moderate
2026-06-08 03:00:00,Ratnapura,27.67,88.7,4.93,8.58,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-06-08 04:00:00,Ratnapura,27.96,76.09,0.0,8.55,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.844,Low
2026-06-08 05:00:00,Ratnapura,25.73,77.85,0.0,24.79,Brown Blight,Colletotrichum / Glomerella spp.,0.914,High
2026-06-08 06:00:00,Ratnapura,25.5,79.27,0.0,11.54,Brown Blight,Colletotrichum / Glomerella spp.,0.971,Moderate
2026-06-08 07:00:00,Ratnapura,26.17,82.44,0.09,14.63,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-06-08 08:00:00,Ratnapura,22.0,89.63,0.0,18.46,Brown Blight,Colletotrichum / Glomerella spp.,0.88,High
2026-06-08 09:00:00,Ratnapura,24.52,82.53,0.0,8.38,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.981,Low
2026-06-08 10:00:00,Ratnapura,26.03,77.8,0.0,13.21,Brown Blight,Colletotrichum / Glomerella spp.,0.912,Moderate
2026-06-08 11:00:00,Ratnapura,24.28,73.63,0.0,12.01,Brown Blight,Colletotrichum / Glomerella spp.,0.716,Moderate
2026-06-08 12:00:00,Ratnapura,28.91,66.09,0.0,11.2,Brown Blight,Colletotrichum / Glomerella spp.,0.444,Moderate
2026-06-08 13:00:00,Ratnapura,27.57,74.51,0.0,12.23,Brown Blight,Colletotrichum / Glomerella spp.,0.78,Moderate
2026-06-08 14:00:00,Ratnapura,27.15,76.14,0.0,9.9,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.846,Low
2026-06-08 15:00:00,Ratnapura,29.24,65.0,0.0,8.14,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.4,Low
2026-06-08 16:00:00,Ratnapura,32.08,74.48,8.4,5.8,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.696,Low
2026-06-08 17:00:00,Ratnapura,28.65,79.69,0.0,11.62,Brown Blight,Colletotrichum / Glomerella spp.,0.988,Moderate
2026-06-08 18:00:00,Ratnapura,30.75,72.4,0.0,13.02,Brown Blight,Colletotrichum / Glomerella spp.,0.666,Moderate
2026-06-08 19:00:00,Ratnapura,35.35,67.3,0.0,13.39,Brown Blight,Colletotrichum / Glomerella spp.,0.278,Moderate
2026-06-08 20:00:00,Ratnapura,34.91,82.47,4.59,16.98,Brown Blight,Colletotrichum / Glomerella spp.,0.804,High
2026-06-08 21:00:00,Ratnapura,30.17,76.84,0.0,15.04,Brown Blight,Colletotrichum / Glomerella spp.,0.867,Moderate
2026-06-08 22:00:00,Ratnapura,27.3,85.32,2.77,14.13,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-06-08 23:00:00,Ratnapura,31.3,75.98,0.0,10.6,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.787,Low
2026-06-09 00:00:00,Nuwara Eliya,15.06,84.62,0.0,9.41,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-06-09 01:00:00,Nuwara Eliya,14.35,82.1,0.88,12.32,Blister Blight,Exobasidium vexans,0.974,Moderate
2026-06-09 02:00:00,Nuwara Eliya,15.05,83.46,2.09,12.35,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-09 03:00:00,Nuwara Eliya,10.7,93.16,0.56,20.26,Blister Blight,Exobasidium vexans,0.828,High
2026-06-09 04:00:00,Nuwara Eliya,15.32,89.62,0.1,16.3,Blister Blight,Exobasidium vexans,1.0,High
2026-06-09 05:00:00,Nuwara Eliya,15.02,93.36,3.78,17.44,Blister Blight,Exobasidium vexans,1.0,High
2026-06-09 06:00:00,Nuwara Eliya,12.88,89.81,0.42,13.35,Blister Blight,Exobasidium vexans,0.915,Moderate
2026-06-09 07:00:00,Nuwara Eliya,13.43,95.0,7.33,21.7,Blister Blight,Exobasidium vexans,0.937,High
2026-06-09 08:00:00,Nuwara Eliya,10.0,95.0,1.08,14.69,Blister Blight,Exobasidium vexans,0.8,Moderate
2026-06-09 09:00:00,Nuwara Eliya,13.09,91.92,3.24,15.49,Blister Blight,Exobasidium vexans,0.924,Moderate
2026-06-09 10:00:00,Nuwara Eliya,12.69,79.17,0.4,14.07,Blister Blight,Exobasidium vexans,0.874,Moderate
2026-06-09 11:00:00,Nuwara Eliya,16.91,75.54,0.0,13.79,Blister Blight,Exobasidium vexans,0.822,Moderate
2026-06-09 12:00:00,Nuwara Eliya,15.87,73.43,0.0,10.03,Blister Blight (dormant/low risk),Exobasidium vexans,0.737,Low
2026-06-09 13:00:00,Nuwara Eliya,14.39,87.15,0.25,15.11,Blister Blight,Exobasidium vexans,0.976,Moderate
2026-06-09 14:00:00,Nuwara Eliya,16.37,71.98,0.0,9.81,Blister Blight (dormant/low risk),Exobasidium vexans,0.679,Low
2026-06-09 15:00:00,Nuwara Eliya,13.79,73.65,0.75,13.24,Blister Blight,Exobasidium vexans,0.698,Moderate
2026-06-09 16:00:00,Nuwara Eliya,18.19,82.55,2.55,11.61,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-09 17:00:00,Nuwara Eliya,19.31,83.34,1.77,12.21,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-09 18:00:00,Nuwara Eliya,20.92,85.57,0.0,14.38,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-06-09 19:00:00,Nuwara Eliya,18.18,78.88,0.0,17.86,Blister Blight,Exobasidium vexans,0.955,High
